threshold,recall,specificity,precision,f1,balanced_accuracy
0.735,0.42105263157894735,0.9669117647058824,0.8615384615384616,0.5656565656565656,0.6939821981424148
0.74,0.41353383458646614,0.9669117647058824,0.859375,0.5583756345177665,0.6902227996461743
0.745,0.40601503759398494,0.9669117647058824,0.8571428571428571,0.5510204081632653,0.6864634011499336
0.75,0.39097744360902253,0.9669117647058824,0.8524590163934426,0.5360824742268041,0.6789446041574525
0.755,0.38345864661654133,0.9669117647058824,0.85,0.5284974093264249,0.6751852056612119
0.76,0.37593984962406013,0.9669117647058824,0.847457627118644,0.5208333333333334,0.6714258071649712
0.765,0.3609022556390977,0.9669117647058824,0.8421052631578947,0.5052631578947369,0.66390701017249
0.77,0.3533834586466165,0.9705882352941176,0.8545454545454545,0.5,0.6619858469703671
0.775,0.3383458646616541,0.9705882352941176,0.8490566037735849,0.4838709677419355,0.6544670499778859
0.78,0.3383458646616541,0.9742647058823529,0.8653846153846154,0.4864864864864865,0.6563052852720035
0.785,0.3157894736842105,0.9816176470588235,0.8936170212765957,0.4666666666666667,0.648703560371517
0.79,0.3157894736842105,0.9816176470588235,0.8936170212765957,0.4666666666666667,0.648703560371517
0.795,0.3082706766917293,0.9816176470588235,0.8913043478260869,0.4581005586592179,0.6449441618752764
0.8,0.2932330827067669,0.9816176470588235,0.8863636363636364,0.4406779661016949,0.6374253648827952
0.805,0.2781954887218045,0.9816176470588235,0.8809523809523809,0.4228571428571429,0.629906567890314
0.81,0.2781954887218045,0.9816176470588235,0.8809523809523809,0.4228571428571429,0.629906567890314
0.815,0.2556390977443609,0.9852941176470589,0.8947368421052632,0.39766081871345027,0.6204666076957099
0.82,0.24060150375939848,0.9852941176470589,0.8888888888888888,0.378698224852071,0.6129478107032287
0.825,0.24060150375939848,0.9926470588235294,0.9411764705882353,0.38323353293413176,0.616624281291464
0.83,0.22556390977443608,0.9926470588235294,0.9375,0.36363636363636365,0.6091054842989827
0.835,0.21052631578947367,0.9963235294117647,0.9655172413793104,0.345679012345679,0.6034249226006192
0.84,0.20300751879699247,0.9963235294117647,0.9642857142857143,0.33540372670807456,0.5996655241043786
0.845,0.19548872180451127,0.9963235294117647,0.9629629629629629,0.325,0.5959061256081379
0.85,0.16541353383458646,0.9963235294117647,0.9565217391304348,0.28205128205128205,0.5808685316231756
0.855,0.15789473684210525,0.9963235294117647,0.9545454545454546,0.2709677419354839,0.577109133126935
0.86,0.15037593984962405,0.9963235294117647,0.9523809523809523,0.2597402597402597,0.5733497346306944
0.865,0.14285714285714285,0.9963235294117647,0.95,0.24836601307189543,0.5695903361344538
0.87,0.12781954887218044,1.0,1.0,0.22666666666666666,0.5639097744360902
0.875,0.09774436090225563,1.0,1.0,0.1780821917808219,0.5488721804511278
0.88,0.09022556390977443,1.0,1.0,0.16551724137931034,0.5451127819548872
0.885,0.09022556390977443,1.0,1.0,0.16551724137931034,0.5451127819548872
0.89,0.08270676691729323,1.0,1.0,0.1527777777777778,0.5413533834586466
0.895,0.07518796992481203,1.0,1.0,0.13986013986013987,0.5375939849624061
0.9,0.07518796992481203,1.0,1.0,0.13986013986013987,0.5375939849624061
0.905,0.06766917293233082,1.0,1.0,0.1267605633802817,0.5338345864661654
0.91,0.06015037593984962,1.0,1.0,0.11347517730496454,0.5300751879699248
0.915,0.06015037593984962,1.0,1.0,0.11347517730496454,0.5300751879699248
0.92,0.045112781954887216,1.0,1.0,0.08633093525179857,0.5225563909774436
0.925,0.045112781954887216,1.0,1.0,0.08633093525179857,0.5225563909774436
0.93,0.045112781954887216,1.0,1.0,0.08633093525179857,0.5225563909774436
0.935,0.03759398496240601,1.0,1.0,0.07246376811594203,0.518796992481203
0.94,0.03007518796992481,1.0,1.0,0.058394160583941604,0.5150375939849624
0.945,0.015037593984962405,1.0,1.0,0.02962962962962963,0.5075187969924813
0.95,0.007518796992481203,1.0,1.0,0.014925373134328358,0.5037593984962406
