threshold,recall,specificity,precision,f1,balanced_accuracy
0.885,0.15037593984962405,1.0,1.0,0.26143790849673204,0.575187969924812
0.89,0.12781954887218044,1.0,1.0,0.22666666666666666,0.5639097744360902
0.895,0.10526315789473684,1.0,1.0,0.19047619047619047,0.5526315789473684
0.9,0.08270676691729323,1.0,1.0,0.1527777777777778,0.5413533834586466
0.905,0.07518796992481203,1.0,1.0,0.13986013986013987,0.5375939849624061
0.91,0.06766917293233082,1.0,1.0,0.1267605633802817,0.5338345864661654
0.915,0.06015037593984962,1.0,1.0,0.11347517730496454,0.5300751879699248
0.92,0.045112781954887216,1.0,1.0,0.08633093525179857,0.5225563909774436
0.925,0.045112781954887216,1.0,1.0,0.08633093525179857,0.5225563909774436
0.93,0.022556390977443608,1.0,1.0,0.04411764705882353,0.5112781954887218
0.935,0.022556390977443608,1.0,1.0,0.04411764705882353,0.5112781954887218
0.94,0.007518796992481203,1.0,1.0,0.014925373134328358,0.5037593984962406
0.945,0.0,1.0,0.0,0.0,0.5
0.95,0.0,1.0,0.0,0.0,0.5
